cof_06136_01624099656	Lo más conveniente sería alquilar un coche, ¿me lo puedes reservar?
cof_06136_01641703481	¿Le parece que contacte a todos sus contactos de facebook?
cof_06136_01643052740	Un kilómetro y medio hacia el oeste de su casa hay una tienda de disfraces
cof_06136_01663948879	¿Tienes ya el transporte que te lleve del aeropuerto al hotel?
cof_06136_01665608521	¿Quién subió el mejor video?
cof_06136_01667620085	La selección juvenil sub dieciséis no ha pasado a la final
cof_06136_01669083918	Puedes ir a ver ciclismo y lucha greco romana
cof_06136_01670238235	¿A qué hora cierra la tienda de telas?
cof_06136_01689394919	El jeroglífico tiene un pez amarillo
cof_06136_01700452397	Hay que llegar al aeropuerto un poco antes por la cuestión de las maletas
cof_06136_01707536669	Perdón que te interrumpa pero no se que hora es
cof_06136_01721675195	Maradona ya no juega ¿verdad?
cof_06136_01726681921	Ya encontré unas computadoras a la venta en línea y te puedo ayudar a pedir la que quieras
cof_06136_01742358954	¿A qué hora abre el mercado de pescados y mariscos?
cof_06136_01809110765	Un amigo mío está haciendo una exposición sobre la importancia de la educación y necesito información
cof_06136_01828774690	Vamos a ver jugar a Pelé y Maradona en un encuentro formidable que hace mucho no vemos
cof_06136_01857856112	Ese mismo actor estuvo nominado a un Oscar pero no se lo gano
cof_06136_01866882559	La mermelada de zarzamora es muy fácil de hacer
cof_06136_01867993708	La pronunciación del francés es difícil
cof_06136_01897091110	Estoy viendo aquí en la televisión que ya han comenzado ha derrumbar el edificio
cof_06136_01922907885	Prometí a mi sobrina llevarla a Disney World por sus cumpleaños
cof_06136_01934975844	Me parece muy complicado y preocupante que las noticias que se dan sean falsas
cof_06136_01951500234	El material que usan para acabar las bolsas es sintético
cof_06136_01957618363	Todos los involucrados se quieren salir por la tangente
cof_06136_01977419390	Ayer llovió mucho, y llegue tarde a mi reunión
cof_06136_01979237942	Los hamsters comen zanahorias
cof_06136_01981554531	Quiero saber que se ha dicho sobre ese caso en específico
cof_06136_01983876089	Para lo que tu haces necesitas una computadora Apple
cof_06136_01994960315	Los niños tienen mucha imaginación
cof_06136_02016168966	La pijama de rayas es azul
cof_06136_02017016293	¿Qué otros restaurantes cercanos de comida italiana hay por ahí?
cof_06136_02021252745	¿Quién ganará a las cartas?
cof_06136_02068911304	La sección de deportes del periódico Novedades da la exclusiva, Maradona contra Pelé o viceversa
cof_06136_02079512622	Una amiga mía está haciendo una exposición sobre nuevos procesos narrativos y necesito información
cof_06136_02096638352	No quiero ir en limusina preferimos unas vans
cof_06136_02105129650	Quiero precios, especificaciones y los modelos de computadora que hay
